Date,Close,High,Low,Open,Volume
2021-01-01,477.01318359375,478.2281942498727,472.396143100484,472.396143100484,816315
2021-01-04,481.5816650390625,485.3724925858107,473.9027734911021,483.5742707718788,2066399
2021-01-05,477.9366149902344,482.84524629304843,474.38876005881286,478.8114167508992,962886
2021-01-06,474.4859924316406,481.33867086361136,468.31373188540266,478.42264506192555,1049245
2021-01-07,485.3238830566406,492.22515006270515,476.18700813157625,479.6862450310377,4298543
2021-01-08,498.9805908203125,502.5284459391496,486.1987133329653,492.2251488518281,3684918
2021-01-11,507.04833984375,512.6373896235835,493.7803979400738,499.51527274919175,4116819
2021-01-12,504.22943115234375,518.9067364055708,502.0424119328878,506.3678618100393,4967838
2021-01-13,497.03656005859375,511.8110716880118,492.808317085839,503.50041075042327,2964843
2021-01-14,498.6404113769531,504.81264225103786,489.892333984375,500.58442857530383,1989436
2021-01-15,493.09991455078125,500.82739421625405,484.35183779591216,498.5431979053819,1219504
2021-01-18,485.71270751953125,492.61394482376306,474.92340616608607,492.61394482376306,2431492
2021-01-19,498.4459533691406,500.5843839620839,486.0042562738679,487.9482732989634,2052245
2021-01-20,495.0925598144531,507.291284888826,492.80833379417766,501.0218178894193,3038458
2021-01-21,495.3356018066406,503.45187976746524,490.6699426032248,499.56384526295994,1652594
2021-01-22,507.3399658203125,520.0246678147521,497.7170557132456,499.6124845921169,9749796
2021-01-25,527.5576782226562,532.7093120405596,504.81265279614996,518.0320056170939,9581971
2021-01-27,516.62255859375,539.9993530015618,512.0541064172338,527.8006572274812,9576082
2021-01-28,514.2897338867188,519.6844291552524,506.5136649754748,509.2353365557683,3502868
2021-01-29,545.0051879882812,573.2420235750055,536.6458791362339,537.0347062741679,33901681
2021-02-01,561.0433959960938,570.5204801874916,537.3749501374551,544.9566649519325,6530121
2021-02-02,603.5201416015625,608.8661887078435,566.4379911245902,566.4379911245902,13069121
2021-02-03,626.7997436523438,631.6597868203908,595.4524652184405,611.1504283819119,6701068
2021-02-04,636.7466430664062,641.6713122058252,621.4849839450922,628.018731095063,5611431
2021-02-05,612.7083129882812,637.7218152836641,606.7597122829745,636.3077860771647,3608600
2021-02-08,624.751953125,628.7014383156137,613.4885249051074,613.4885249051074,2309238
2021-02-09,633.9672241210938,643.5240768901126,625.6781584275096,626.1170032212739,4238824
2021-02-10,636.6002807617188,640.2572217811686,622.7039048878095,633.8210293951466,2337229
2021-02-11,622.9964599609375,639.6721470350004,620.8022953080759,630.8467411131513,1448318
2021-02-12,620.6560668945312,633.479704877123,616.9991257267818,620.217222050296,2704746
2021-02-15,615.0487670898438,626.6046775593416,612.7570482085299,625.0931537562362,1622219
2021-02-16,613.24462890625,626.0683263778067,607.7348732727177,617.2916675968094,1943169
2021-02-17,603.346435546875,615.8775278592595,600.4696304477723,613.293325616739,1891118
2021-02-18,596.7640991210938,610.4654278908965,594.8624776572634,610.4654278908965,1585892
2021-02-19,591.2055053710938,602.9564647490032,583.8428755175883,596.7640680061112,2299305
2021-02-22,573.018310546875,594.6674154099377,566.0945253456911,594.6674154099377,2439920
2021-02-23,582.2337646484375,586.0857544729555,569.8001650319147,570.4828059345739,2343076
2021-02-24,585.0618896484375,589.9865589387788,570.4828710399762,588.3774808789148,1181173
2021-02-25,581.307373046875,594.5699160519779,578.1380238776433,587.0609845776922,2113293
2021-02-26,579.9908447265625,583.1601936048497,572.9695060767136,575.7488169592185,2088159
2021-03-01,601.2499389648438,605.4432200438471,580.8198135732591,594.8624929528177,5284375
2021-03-02,616.7066040039062,619.1445648680575,593.8872665072392,604.6142943095045,2775784
2021-03-03,611.1480712890625,619.9247308302538,607.5398771291331,616.9504303342898,2198525
2021-03-04,602.9564819335938,618.8519752042483,600.6160751661926,606.3208799022964,1548477
2021-03-05,603.5902709960938,613.0007627904265,597.4953697612203,597.7879131163902,2112801
2021-03-08,586.4758911132812,610.6604510568071,584.3792209553757,605.3944317656434,3408853
2021-03-09,582.9652099609375,594.8624712908609,580.2347056033807,591.9369181533649,1766755
2021-03-10,588.1824340820312,602.3226064255119,584.7204822022064,587.5972877899853,2342196
2021-03-12,569.7027587890625,593.8873208711708,566.0945644757219,593.8873208711708,1975870
2021-03-15,577.6504516601562,579.2595297175844,566.5821326025532,573.0183257912025,1440746
2021-03-16,579.552001953125,583.647787806751,572.4331686592528,581.2098271225123,1378743
2021-03-17,563.364013671875,579.2595067510038,559.1219260161788,579.2595067510038,1292779
2021-03-18,556.830322265625,572.3845261839821,550.9792155518006,567.5573512409698,1285083
2021-03-19,569.556396484375,575.4562497814513,547.5172544170966,549.0287782256905,2357434
2021-03-22,565.802001953125,575.748894757783,561.7062155605562,571.2630107961953,1537729
2021-03-23,564.6804809570312,571.799314744811,560.9747923639911,565.6069179854234,1240534
2021-03-24,552.636962890625,565.460600913041,548.1510793319386,562.096262644685,1340156
2021-03-25,544.3966064453125,555.562477989003,527.7209796127428,555.562477989003,1982891
2021-03-26,556.4889526367188,559.3656987468268,545.1767788810998,548.1510791349318,801258
2021-03-30,562.3056640625,568.8065541779565,551.0634613512955,565.0428840935829,2100267
2021-03-31,571.9346923828125,575.7961556144572,559.2749856867703,565.7270666941394,1575132
2021-04-01,575.9917602539062,579.7065627190602,569.1975483021464,579.5110342383857,1284339
2021-04-05,571.152587890625,579.75530214199,555.7556631849727,577.3602130321749,1782479
2021-04-06,558.0042114257812,577.2626031772713,555.2669917098901,575.7962290794459,1462689
2021-04-07,556.4400634765625,566.0203616365098,554.3382368852413,559.2261501981645,1971063
2021-04-08,551.454345703125,561.5723618703126,549.5481072805433,561.5723618703126,1133942
2021-04-09,555.2670288085938,558.444172899488,545.0024094380124,548.6683449275057,1638045
2021-04-12,526.8193359375,547.250778375019,520.7583113211734,547.250778375019,1066608
2021-04-13,535.6663818359375,537.4748857259411,521.8335645863465,528.8721710325451,1372141
2021-04-15,530.4363403320312,539.8700370969132,520.2206490204494,533.9556737936522,980528
2021-04-16,538.6969604492188,546.8598121814882,524.9619347962204,527.8946830353054,1867109
2021-04-19,527.112548828125,530.0452966224207,515.9680833430388,530.0452966224207,1029456
2021-04-20,524.9130249023438,535.2753773042655,520.8560329681221,531.8049707703047,1292480
2021-04-22,521.8825073242188,524.3264641060441,511.91121138790226,516.3103335951879,1465204
2021-04-23,520.8560791015625,525.9395213528543,516.1636938184147,521.0516075856345,1411440
2021-04-26,540.3099365234375,542.6560990569561,518.3631943439063,521.0515466012297,2031184
2021-04-27,553.6051025390625,558.7374120057415,534.0534474279042,539.6256810679675,2743217
2021-04-28,631.3228149414062,649.1148297380904,583.6167972193373,591.4374578185914,39663387
2021-04-29,619.5430908203125,637.628372366941,616.8547381579758,637.383976670365,7575455
2021-04-30,616.7568969726562,625.6528749211786,608.1052550114922,613.9218835164065,3096434
2021-05-03,602.2886962890625,623.0623293085583,599.9425335364213,604.1461273434538,3974544
2021-05-04,594.8590087890625,609.2783520588056,593.2459736412778,609.2783520588056,2206509
2021-05-05,590.3132934570312,603.950584146176,589.0913150738984,596.32545096881,1664630
2021-05-06,611.820068359375,616.1703230192987,590.4599116474997,590.8998357667116,4754587
2021-05-07,604.2927856445312,617.8322825261632,599.6492676983298,617.8322825261632,1724619
2021-05-10,597.8406372070312,610.6470052837509,596.3742632822326,610.0115527162417,1429005
2021-05-11,610.3048706054688,615.5838410775676,591.9263276906528,597.2541653646036,2354770
2021-05-12,600.4312744140625,615.1927485340428,597.3029980066685,615.1927485340428,1330572
2021-05-14,589.0912475585938,606.0034741763849,586.5495566797441,604.1460433801365,850697
2021-05-17,606.0523071289062,617.0501106952418,581.6616108417417,594.3701838517293,3724394
2021-05-18,626.0928344726562,630.540823698699,603.9505630760073,608.5452135696746,4020797
