Date,Close,High,Low,Open,Volume
2021-01-01,228.83042907714844,230.41452306346542,228.1103836925751,229.45446255070098,5091899
2021-01-04,244.1433868408203,247.6956077429203,229.98249453768824,231.27856741649413,24902369
2021-01-05,240.30313110351562,242.6552762520513,237.13492872109464,241.07118238552067,12297457
2021-01-06,248.7036590576172,249.61572824569566,237.8549872033504,240.7351686831084,18029077
2021-01-07,262.0005187988281,264.40067017899094,250.5758040889977,251.00784305691616,32739259
2021-01-08,257.48822021484375,263.4885979295938,254.56001831081412,263.0085677124138,20606695
2021-01-11,254.1280059814453,258.6402723955316,247.69558942041968,256.91217535162093,13163440
2021-01-12,253.79196166992188,259.6963270159004,250.04773213091477,250.04773213091477,13136084
2021-01-13,252.15988159179688,257.6802294038904,248.51166345285824,254.89605984536135,13300126
2021-01-14,250.9597930908203,254.5120284373819,249.18367541753952,252.20788924172658,7601547
2021-01-15,243.23133850097656,252.78392309178588,241.0712023318715,251.53585613579173,17738049
2021-01-18,233.43870544433594,244.09538288736334,230.9905628811784,242.22326783638846,17989695
2021-01-19,241.5032196044922,242.55927735569114,233.63072650283226,236.6549111917863,10254337
2021-01-20,242.03125,243.51933200687995,238.671038359814,241.5512197656877,11090894
2021-01-21,238.95904541015625,244.38339586178498,236.60690018570423,242.75129599069749,8781513
2021-01-22,229.64646911621094,239.8231162957231,226.14225414414832,237.3749590860955,16005359
2021-01-25,230.70252990722656,234.15873875023013,224.27012779861218,231.08654822888474,8297942
2021-01-27,222.15798950195312,230.46252145439857,220.57389556763158,230.4145155004639,14139166
2021-01-28,219.90184020996094,222.8300273952542,215.58156835769987,216.0135926130541,13756664
2021-01-29,217.2616729736328,224.94215622749974,216.0135915150076,220.90990544909144,14992241
2021-02-01,231.51856994628906,234.20674211628912,217.50169626952268,218.26974755371694,12417894
2021-02-02,245.15145874023438,247.11957107950815,234.15875410716973,234.44677519198277,18251184
2021-02-03,246.9755401611328,252.87990581544534,242.4632591696934,243.85534383256652,15670948
2021-02-04,251.39181518554688,256.7201385501088,248.60764595632787,249.5677063318322,21296401
2021-02-05,251.58384704589844,255.37609781184122,245.6794807193916,253.45597677566198,12833374
2021-02-08,267.80889892578125,269.3449723483557,253.0239431943605,253.45598215616116,27556901
2021-02-09,266.9447937011719,274.4812740171365,264.6406545042368,267.4248239213133,22066741
2021-02-10,268.24090576171875,272.0331565681968,263.7286388576991,269.77700846682586,16789592
2021-02-11,283.6018371582031,285.47396666335396,268.67290961252775,269.58494941605585,47356292
2021-02-12,279.185546875,285.37794804749404,275.057298959149,285.1379329524163,15454237
