Date,Close,High,Low,Open,Volume,volume_missing,delivery_pct,nse_traded_qty,ticker,sector,is_fno,trading_day,month,year,typical_price,daily_range,daily_range_pct
2023-06-22,533.156494140625,538.8862928995716,531.3570264553653,536.3765181498571,14979063,0,0.3549890937770941,14979063.0,SBIN.NS,Banking,True,3,6,2023,534.4666044985206,7.529266444206314,0.014122057082587838
2023-06-23,525.2484741210938,532.3515461177094,524.490824669111,532.256861613067,12215712,0,0.5061637831671212,12215712.0,SBIN.NS,Banking,True,4,6,2023,527.3636149693048,7.860721448598383,0.014965719722940363
2023-06-26,527.5687866210938,528.9420586746129,525.1537538676326,526.5743681702502,8360264,0,0.49080041013058917,8360264.0,SBIN.NS,Banking,True,0,6,2023,527.2215330544465,3.78830480698025,0.007180684117502683
2023-06-27,536.1397705078125,537.8918960196315,526.2428712590395,528.7052460586985,10694768,0,0.43594596909442074,10694768.0,SBIN.NS,Banking,True,1,6,2023,533.4248459288278,11.649024760592056,0.02172758933656146
2023-06-28,539.6439819335938,543.6217133483505,538.4601367390198,541.9643300759469,18028934,0,0.40971069060433635,18028934.0,SBIN.NS,Banking,True,2,6,2023,540.5752773403213,5.161576609330609,0.00956478119303065
2023-06-30,542.5325927734375,543.621753554977,540.0228754582851,543.621753554977,8718232,0,0.4971939264750009,8718232.0,SBIN.NS,Banking,True,4,6,2023,542.0590739288999,3.5988780966919194,0.006633478144224262
2023-07-03,554.4657592773438,555.3180931535118,543.5270409961187,544.0952635802307,15421985,0,0.4188499081019726,15421985.0,SBIN.NS,Banking,True,0,7,2023,551.1036311423247,11.791052157393096,0.021265609210496285
2023-07-04,558.0646362304688,564.4100581652275,551.4351030041416,557.0702178075081,24799250,0,0.31564942488180087,24799250.0,SBIN.NS,Banking,True,1,7,2023,557.9699324666126,12.974955161085859,0.023249914649183183
2023-07-05,559.3431396484375,562.279110336461,557.0701916178066,558.5854903048938,13598114,0,0.4101486426720647,13598114.0,SBIN.NS,Banking,True,2,7,2023,559.5641472009016,5.208918718654445,0.009312563879711465
2023-07-06,561.142578125,562.0896542062237,557.922496326865,559.153741476405,11323509,0,0.3704151248521991,11323509.0,SBIN.NS,Banking,True,3,7,2023,560.3849095526963,4.167157879358683,0.007426201542721658
2023-07-07,562.1843872070312,563.9838550386189,554.5130934090871,558.7749361423764,11707209,0,0.4388785576476853,11707209.0,SBIN.NS,Banking,True,4,7,2023,560.2271118849125,9.470761629531808,0.016846361878854677
2023-07-10,561.2373046875,568.0562645445196,559.0116988517439,563.1788570435173,11417363,0,0.29830469610189325,11417363.0,SBIN.NS,Banking,True,0,7,2023,562.7684226945879,9.044565692775791,0.016115403622023763
2023-07-11,557.401611328125,564.4099973918707,556.2651084792831,563.5102635613317,13221177,0,0.36378448000507063,13221177.0,SBIN.NS,Banking,True,1,7,2023,559.3589057330929,8.14488891258759,0.014612245008012628
2023-07-12,558.0646362304688,563.0367861502142,557.0702178075081,557.8278671866714,16029716,0,0.5210912033625549,16029716.0,SBIN.NS,Banking,True,2,7,2023,559.390546729397,5.9665683427060685,0.010691536347846996
2023-07-13,554.6552124023438,566.3515806192413,552.4768908483136,563.4156674537284,20024503,0,0.3132816330073211,20024503.0,SBIN.NS,Banking,True,3,7,2023,557.8278946232996,13.874689770927716,0.025014981308537843
2023-07-14,553.4713134765625,560.0061040903931,549.9671202346848,555.6969192600167,12190152,0,0.48127324417283723,12190152.0,SBIN.NS,Banking,True,4,7,2023,554.4815126005468,10.038983855708352,0.018138218930715128
2023-07-17,569.2874755859375,570.9448589210546,553.2819226326304,555.933724407829,19378986,0,0.4489361827290654,19378986.0,SBIN.NS,Banking,True,0,7,2023,564.5047523798742,17.662936288424135,0.0310263918422667
2023-07-18,561.0005493164062,572.0813521283934,557.5910982073067,571.1342759530944,25757209,0,0.26718764443771836,25757209.0,SBIN.NS,Banking,True,1,7,2023,563.557666550702,14.490253921086719,0.02582930433623188
2023-07-19,569.6190185546875,570.5187525475399,560.6691364872713,563.1789116560258,17556585,0,0.2913808693433262,17556585.0,SBIN.NS,Banking,True,2,7,2023,566.9356358631662,9.849616060268545,0.01729158567292976
2023-07-20,577.7637939453125,578.4741010580569,567.0618450076182,569.5716199279582,34038351,0,0.4803623124986284,34038351.0,SBIN.NS,Banking,True,3,7,2023,574.4332466703291,11.412256050438714,0.019752459690333117
2023-07-21,582.5465087890625,586.7136669141413,576.7693674749186,577.7164436119874,21040281,0,0.38279816700166697,21040281.0,SBIN.NS,Banking,True,4,7,2023,582.0098477260408,9.944299439222732,0.017070395735258828
2023-07-24,584.9616088867188,588.9866825360349,581.7888690919402,582.4991762065254,11756364,0,0.2802074689079038,11756364.0,SBIN.NS,Banking,True,0,7,2023,585.2457201715646,7.197813444094663,0.012304762115574259
2023-07-25,577.3375854492188,588.8919257906668,572.2234090326344,588.8919257906668,18503305,0,0.22651402006290228,18503305.0,SBIN.NS,Banking,True,1,7,2023,579.4843067575067,16.66851675803241,0.028871352183078222
2023-07-26,582.5939331054688,583.7303782733334,576.9114760463759,579.610620027468,9999125,0,0.3039468953533434,9999125.0,SBIN.NS,Banking,True,2,7,2023,581.0785958083926,6.818902226957448,0.01170438248577333
2023-07-27,583.9197998046875,588.3710693551636,580.6523754641814,583.7777730624562,17444742,0,0.3310067870307282,17444742.0,SBIN.NS,Banking,True,3,7,2023,584.3144148746775,7.718693890982195,0.013218756914158388
2023-07-28,583.4462280273438,587.0925057464485,581.1258799888113,583.7777393499562,11930586,0,0.40440679108301975,11930586.0,SBIN.NS,Banking,True,4,7,2023,583.8882045875345,5.966625757637189,0.01022652212151684
2023-07-31,587.3766479492188,588.1342973187537,581.9783022582515,584.0145391310097,8605483,0,0.43788698437961004,8605483.0,SBIN.NS,Banking,True,0,7,2023,585.829749175408,6.155995060502278,0.010480489958181807
2023-08-01,579.468505859375,587.9921910123245,578.2846606992431,587.3766262120196,13493453,0,0.33115400483478913,13493453.0,SBIN.NS,Banking,True,1,8,2023,581.9151191903142,9.707530313081406,0.016752472679571688
2023-08-02,566.7777099609375,578.189965532909,562.6578941967817,577.5743429390312,14977497,0,0.3571387128303214,14977497.0,SBIN.NS,Banking,True,2,8,2023,569.2085232302094,15.532071336127274,0.027404167565442453
2023-08-03,559.2484741210938,569.0506892838814,554.0395552258084,567.0145102168711,27774877,0,0.27680061373449105,27774877.0,SBIN.NS,Banking,True,3,8,2023,560.7795728769279,15.011134058073026,0.02684161826577049
2023-08-04,542.9586791992188,567.0144336055272,541.159269416028,563.32081394777,52725616,0,0.37719500517547294,52725616.0,SBIN.NS,Banking,True,4,8,2023,550.377460740258,25.85516418949919,0.04761902734040759
2023-08-07,537.8446044921875,546.46297490863,536.660759225921,546.46297490863,32736325,0,0.434649491047025,32736325.0,SBIN.NS,Banking,True,0,8,2023,540.3227795422462,9.802215682709061,0.018224995846084467
2023-08-08,542.769287109375,543.858447740975,538.3654179490715,540.7804504311654,25038671,0,0.4340168853211099,25038671.0,SBIN.NS,Banking,True,1,8,2023,541.6643842664738,5.493029791903496,0.010120376967454645
2023-08-09,543.3849487304688,544.5687939346745,538.270714326323,544.5687939346745,15769111,0,0.4485722118387016,15769111.0,SBIN.NS,Banking,True,2,8,2023,542.0748189971554,6.2980796083516,0.011590456495098081
