SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, BE, 11-Dec-2024,247.54,249.0,249.9,239.0,246.0,244.65,242.36,101148,245.15,1175, -, -,,2024-12-11
21STCENMGM, BE, 11-Dec-2024,97.86,97.86,97.86,95.9,95.9,95.9,96.34,8368,8.06,159, -, -,,2024-12-11
360ONE, EQ, 11-Dec-2024,1198.4,1202.7,1225.95,1184.75,1207.3,1211.1,1206.77,850418,10262.57,73434, 521984, 61.38,0.6137969798381502,2024-12-11
3IINFOLTD, EQ, 11-Dec-2024,29.99,30.0,31.25,29.97,30.39,30.33,30.56,742973,227.03,4042, 327140, 44.03,0.44031209747864325,2024-12-11
3MINDIA, EQ, 11-Dec-2024,31275.8,31528.9,31700.0,31212.1,31583.0,31615.35,31475.79,4334,1364.16,2037, 1390, 32.07,0.32071988924780803,2024-12-11
3PLAND, EQ, 11-Dec-2024,58.65,58.5,59.99,56.0,56.68,56.58,58.13,81003,47.08,1537, 33797, 41.72,0.417231460563189,2024-12-11
5PAISA, EQ, 11-Dec-2024,508.95,505.5,516.45,504.0,505.0,505.9,508.27,28016,142.4,2140, 12427, 44.36,0.44356796116504854,2024-12-11
63MOONS, EQ, 11-Dec-2024,873.95,873.0,917.6,872.95,917.6,917.6,913.03,1219574,11135.09,9053, 550776, 45.16,0.4516134322312545,2024-12-11
A2ZINFRA, EQ, 11-Dec-2024,21.49,22.5,22.56,20.51,20.62,20.86,22.13,2552953,564.93,4455, 1484788, 58.16,0.5815962926070319,2024-12-11
AAATECH, EQ, 11-Dec-2024,115.71,116.9,116.9,112.0,114.0,113.88,113.94,22875,26.06,1041, 12082, 52.82,0.5281748633879781,2024-12-11
AADHARHFC, EQ, 11-Dec-2024,422.2,423.0,426.45,417.7,418.0,418.5,421.13,332386,1399.78,9667, 195690, 58.87,0.5887432081976979,2024-12-11
AAKASH, EQ, 11-Dec-2024,11.09,11.43,11.43,10.81,11.01,11.03,11.02,111900,12.33,704, 72700, 64.97,0.6496872207327972,2024-12-11
AAREYDRUGS, BE, 11-Dec-2024,61.6,61.6,61.6,61.0,61.0,61.0,61.16,4447,2.72,31, -, -,,2024-12-11
AARON, EQ, 11-Dec-2024,367.25,367.25,369.0,345.0,347.05,348.5,353.78,35648,126.12,1778, 21439, 60.14,0.6014082136445242,2024-12-11
AARTECH, EQ, 11-Dec-2024,79.12,80.7,80.7,76.94,77.8,77.13,78.12,76297,59.61,1335, 47915, 62.80,0.6280063436308112,2024-12-11
AARTIDRUGS, EQ, 11-Dec-2024,444.75,446.5,456.0,445.25,455.0,453.8,451.9,156834,708.74,9436, 59523, 37.95,0.3795286736294426,2024-12-11
