SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, EQ, 18-Jun-2026,185.34,187.0,187.0,183.71,185.0,185.05,185.19,70995,131.47,1910, 31985, 45.05,0.45052468483696034,2026-06-18
21STCENMGM, EQ, 18-Jun-2026,32.77,33.42,33.42,33.42,33.42,33.42,33.42,1572,0.53,11, 1572, 100.00,1.0,2026-06-18
360ONE, EQ, 18-Jun-2026,1136.9,1144.0,1162.2,1136.0,1140.2,1141.3,1149.73,1011855,11633.64,31824, 488272, 48.26,0.4825513537018644,2026-06-18
3BBLACKBIO, EQ, 18-Jun-2026,1202.3,1206.0,1228.0,1191.4,1198.9,1201.1,1206.42,4596,55.45,797, 2513, 54.68,0.5467798085291558,2026-06-18
3IINFOLTD, EQ, 18-Jun-2026,17.51,17.69,17.69,17.27,17.31,17.37,17.44,131315,22.91,727, 94639, 72.07,0.7207021284697103,2026-06-18
3MINDIA, EQ, 18-Jun-2026,33060.0,33000.0,33405.0,32750.0,33345.0,33250.0,33190.83,3182,1056.13,2032, 1416, 44.50,0.4450031426775613,2026-06-18
3PLAND, EQ, 18-Jun-2026,31.19,32.3,33.5,31.8,32.1,32.45,32.73,6337,2.07,250, 3467, 54.71,0.5471043080321919,2026-06-18
5PAISA, EQ, 18-Jun-2026,322.65,325.0,331.75,320.7,324.25,324.0,327.11,46073,150.71,2259, 22057, 47.87,0.47874026002213876,2026-06-18
63MOONS, EQ, 18-Jun-2026,667.8,666.6,676.35,657.0,673.0,668.3,664.65,110620,735.23,3881, 65291, 59.02,0.5902278069065269,2026-06-18
A2ZINFRA, EQ, 18-Jun-2026,14.32,14.5,14.65,14.2,14.39,14.26,14.42,145206,20.94,337, 104866, 72.22,0.7221877883834001,2026-06-18
AAATECH, EQ, 18-Jun-2026,97.6,97.44,98.98,96.5,98.49,98.33,97.84,11616,11.37,636, 3283, 28.26,0.2826274104683196,2026-06-18
AADHARHFC, EQ, 18-Jun-2026,487.9,487.9,490.1,481.75,487.0,486.45,487.12,273525,1332.4,9943, 171975, 62.87,0.6287359473539896,2026-06-18
AAKASH, EQ, 18-Jun-2026,9.34,9.22,9.3,8.85,9.04,9.1,9.07,197216,17.88,612, 146921, 74.50,0.7449750527340581,2026-06-18
AAREYDRUGS, BE, 18-Jun-2026,80.65,79.04,83.0,79.0,81.93,81.89,81.12,51474,41.76,168, -, -,,2026-06-18
AARNAV, EQ, 18-Jun-2026,24.93,25.0,25.34,24.5,24.99,24.97,24.94,202900,50.6,142, 92505, 45.59,0.4559142434696895,2026-06-18
AARON, EQ, 18-Jun-2026,124.58,127.5,127.5,122.42,123.37,123.69,124.2,9212,11.44,363, 6100, 66.22,0.6621797655232305,2026-06-18
AARTECH, EQ, 18-Jun-2026,49.34,49.75,50.6,48.59,49.32,49.9,49.77,223367,111.18,1373, 162415, 72.71,0.7271217323955642,2026-06-18
AARTIDRUGS, EQ, 18-Jun-2026,367.7,369.85,383.5,366.8,369.05,370.15,374.09,247953,927.56,5276, 107052, 43.17,0.43174311260601805,2026-06-18
AARTIIND, EQ, 18-Jun-2026,479.2,481.2,494.4,479.35,485.9,486.45,487.23,1047043,5101.47,23967, 292208, 27.91,0.2790792737261029,2026-06-18
