SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, BE, 31-Oct-2023,139.95,142.7,142.7,142.7, 142.70,142.7,142.7,8308,11.86,48, -, -,,2023-10-31
21STCENMGM, EQ, 31-Oct-2023,18.25,18.5,18.5,17.9, 17.90,18.1,18.06,6366,1.15,74, 6107, 95.93,0.9593151115300032,2023-10-31
360ONE, EQ, 31-Oct-2023,518.1,523.5,530.35,518.15, 525.00,525.1,524.88,369884,1941.46,10236, 286115, 77.35,0.7735262947302397,2023-10-31
3IINFOLTD, EQ, 31-Oct-2023,36.9,37.1,37.45,36.2, 36.40,36.4,36.89,353270,130.33,2434, 168034, 47.57,0.47565318311772864,2023-10-31
3MINDIA, EQ, 31-Oct-2023,29597.6,29650.05,29869.95,29500.0, 29829.10,29762.7,29682.6,1045,310.18,664, 386, 36.94,0.369377990430622,2023-10-31
3PLAND, EQ, 31-Oct-2023,26.75,27.5,27.75,25.5, 25.50,26.4,27.09,54651,14.81,1102, 16406, 30.02,0.3001957878172403,2023-10-31
5PAISA, EQ, 31-Oct-2023,454.2,454.0,463.0,436.35, 444.70,444.5,452.34,94823,428.92,7659, 23779, 25.08,0.2507724919059722,2023-10-31
63MOONS, EQ, 31-Oct-2023,260.3,260.45,265.0,260.45, 262.50,262.8,263.04,35562,93.54,1269, 19902, 55.96,0.559642314830437,2023-10-31
A2ZINFRA, BE, 31-Oct-2023,9.65,9.65,10.1,9.4, 9.80,9.65,9.74,181688,17.69,264, -, -,,2023-10-31
AAATECH, EQ, 31-Oct-2023,64.45,66.75,68.9,64.0, 67.00,66.45,66.36,108268,71.85,4693, 23375, 21.59,0.2158994347360254,2023-10-31
AAKASH, EQ, 31-Oct-2023,6.75,6.8,6.85,6.35, 6.65,6.55,6.59,239942,15.82,468, 180213, 75.11,0.7510690083436831,2023-10-31
AAREYDRUGS, BE, 31-Oct-2023,41.15,41.15,42.85,41.15, 42.50,42.2,41.96,13878,5.82,73, -, -,,2023-10-31
AARON, EQ, 31-Oct-2023,292.65,298.0,298.0,287.05, 292.00,294.3,293.51,5568,16.34,495, 3101, 55.69,0.5569324712643678,2023-10-31
AARTECH, BE, 31-Oct-2023,139.3,138.05,146.25,138.05, 146.25,145.95,141.79,12777,18.12,207, -, -,,2023-10-31
AARTIDRUGS, EQ, 31-Oct-2023,464.35,470.0,473.0,465.8, 468.00,469.45,469.62,125225,588.08,9242, 48802, 38.97,0.389714513875025,2023-10-31
AARTIIND, EQ, 31-Oct-2023,457.3,457.8,461.7,453.1, 453.80,454.45,457.01,564116,2578.09,13738, 229316, 40.65,0.40650504506165397,2023-10-31
AARTIPHARM, EQ, 31-Oct-2023,391.15,394.2,396.95,382.5, 386.00,384.9,387.57,63629,246.6,7196, 31748, 49.90,0.4989548790645775,2023-10-31
AARTISURF, EQ, 31-Oct-2023,587.95,592.0,599.75,587.85, 599.35,597.15,596.21,9089,54.19,886, 6681, 73.51,0.7350643635163384,2023-10-31
AARVEEDEN, EQ, 31-Oct-2023,23.45,23.9,24.05,22.7, 23.20,23.15,23.37,21883,5.11,196, 16380, 74.85,0.7485262532559521,2023-10-31
AARVI, EQ, 31-Oct-2023,135.15,138.15,138.15,133.6, 134.05,134.65,136.1,8952,12.18,394, 5186, 57.93,0.5793118856121537,2023-10-31
AAVAS, EQ, 31-Oct-2023,1459.1,1459.1,1460.0,1403.15, 1412.00,1407.8,1420.99,492788,7002.47,32465, 339565, 68.91,0.6890691331769443,2023-10-31
ABAN, BE, 31-Oct-2023,51.0,51.7,53.0,50.4, 51.10,51.2,52.1,194749,101.47,841, -, -,,2023-10-31
ABB, EQ, 31-Oct-2023,4070.2,4099.0,4125.0,4028.85, 4113.00,4109.3,4077.04,205697,8386.34,27400, 78431, 38.13,0.381293844830017,2023-10-31
