SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, EQ, 15-May-2024,175.3,177.9,187.45,177.9,185.5,185.0,182.28,911903,1662.18,20894, 429908, 47.14,0.47144049312262376,2024-05-15
21STCENMGM, BE, 15-May-2024,47.5,46.55,46.55,46.55,46.55,46.55,46.55,1140,0.53,10, -, -,,2024-05-15
360ONE, EQ, 15-May-2024,759.1,761.0,769.85,752.2,756.1,754.9,759.33,152610,1158.81,21539, 80429, 52.70,0.5270231308564314,2024-05-15
3IINFOLTD, EQ, 15-May-2024,37.95,38.15,38.3,37.0,37.45,37.3,37.63,564173,212.3,3183, 296605, 52.57,0.5257341276523336,2024-05-15
3MINDIA, EQ, 15-May-2024,28879.4,28942.65,29199.0,28498.95,28648.0,28619.05,28698.88,2795,802.13,1227, 1685, 60.29,0.6028622540250447,2024-05-15
3PLAND, EQ, 15-May-2024,30.1,30.2,31.6,30.2,31.3,31.1,30.97,6330,1.96,117, 3472, 54.85,0.5484992101105846,2024-05-15
5PAISA, EQ, 15-May-2024,523.05,528.2,534.0,525.1,531.0,530.85,529.97,36721,194.61,4082, 17257, 46.99,0.4699490754609079,2024-05-15
63MOONS, EQ, 15-May-2024,402.7,405.7,415.5,404.0,406.0,406.2,407.64,46171,188.21,1908, 27689, 59.97,0.5997054428104222,2024-05-15
A2ZINFRA, BE, 15-May-2024,14.55,14.6,14.8,14.25,14.4,14.35,14.48,106495,15.42,217, -, -,,2024-05-15
AAATECH, BE, 15-May-2024,110.85,111.55,116.35,111.55,116.35,115.05,115.3,22437,25.87,257, -, -,,2024-05-15
AADHARHFC, EQ, 15-May-2024,315.0,315.0,343.7,292.0,332.2,329.45,323.87,71401006,231248.25,843099, 37507780, 52.53,0.5253116461692431,2024-05-15
AAKASH, EQ, 15-May-2024,10.45,10.6,10.6,10.35,10.4,10.4,10.44,159685,16.68,568, 116880, 73.19,0.7319410088611955,2024-05-15
AAREYDRUGS, BE, 15-May-2024,51.0,53.0,53.3,51.05,52.85,51.75,52.83,21113,11.15,89, -, -,,2024-05-15
AARON, EQ, 15-May-2024,264.05,264.05,265.0,261.35,264.0,263.4,263.66,4522,11.92,369, 3196, 70.68,0.706766917293233,2024-05-15
AARTECH, BE, 15-May-2024,224.25,219.8,219.8,219.8,219.8,219.8,219.8,1820,4.0,45, -, -,,2024-05-15
AARTIDRUGS, EQ, 15-May-2024,473.95,474.2,484.0,473.95,480.0,480.3,479.99,66341,318.43,4813, 20688, 31.18,0.31184335478814007,2024-05-15
