SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, EQ, 30-Apr-2026,179.35,179.55,179.82,175.41,177.81,176.89,177.2,53904,95.52,1330, 27095, 50.27,0.5026528643514396,2026-05-01
21STCENMGM, EQ, 30-Apr-2026,36.21,36.21,36.74,35.69,36.74,36.58,36.07,744,0.27,38, 668, 89.78,0.8978494623655914,2026-05-01
360ONE, EQ, 30-Apr-2026,1046.8,1038.2,1041.35,1009.0,1040.0,1034.65,1026.21,1026753,10536.6,45637, 407357, 39.67,0.396742936227116,2026-05-01
3BBLACKBIO, EQ, 30-Apr-2026,1264.7,1258.4,1261.25,1166.5,1194.8,1199.3,1210.9,16417,198.79,2786, 8716, 53.09,0.5309130779070476,2026-05-01
3IINFOLTD, EQ, 30-Apr-2026,17.79,17.69,17.94,17.32,17.57,17.46,17.5,220542,38.59,952, 111991, 50.78,0.5077989679970255,2026-05-01
3MINDIA, EQ, 30-Apr-2026,33175.0,33125.0,33490.0,32770.0,33365.0,33300.0,33162.82,1816,602.24,1220, 772, 42.51,0.4251101321585903,2026-05-01
3PLAND, EQ, 30-Apr-2026,35.49,33.99,35.75,33.99,35.74,35.02,34.67,1798,0.62,48, 1372, 76.31,0.7630700778642937,2026-05-01
5PAISA, EQ, 30-Apr-2026,339.77,338.99,343.56,325.25,343.5,335.49,335.88,161179,541.36,3958, 44225, 27.44,0.27438438009914445,2026-05-01
63MOONS, EQ, 30-Apr-2026,755.0,749.0,758.25,720.05,746.0,746.65,744.46,250556,1865.3,10308, 95975, 38.30,0.38304810102332415,2026-05-01
A2ZINFRA, BE, 30-Apr-2026,16.96,16.96,16.96,16.62,16.74,16.9,16.81,111715,18.78,139, -, -,,2026-05-01
AAATECH, EQ, 30-Apr-2026,99.46,99.56,100.57,98.6,99.41,99.46,99.09,121392,120.29,370, 115464, 95.12,0.9511664689600633,2026-05-01
AADHARHFC, EQ, 30-Apr-2026,488.75,485.0,491.0,481.05,491.0,488.6,487.08,122224,595.33,8511, 56058, 45.86,0.458649692368111,2026-05-01
AAKASH, BE, 30-Apr-2026,8.21,8.21,8.3,8.01,8.24,8.13,8.09,107584,8.7,272, -, -,,2026-05-01
AAREYDRUGS, BE, 30-Apr-2026,90.51,90.0,92.5,85.99,90.0,91.08,88.23,129636,114.37,413, -, -,,2026-05-01
AARNAV, EQ, 30-Apr-2026,23.08,23.0,23.63,23.0,23.35,23.07,23.21,18499,4.29,172, 10816, 58.47,0.5846802529866479,2026-05-01
AARON, EQ, 30-Apr-2026,138.77,139.01,140.45,138.0,138.01,138.38,138.84,8420,11.69,389, 3540, 42.04,0.42042755344418054,2026-05-01
AARTECH, EQ, 30-Apr-2026,49.42,49.0,49.6,48.22,48.49,48.64,48.96,26798,13.12,547, 11580, 43.21,0.4321218001343384,2026-05-01
AARTIDRUGS, EQ, 30-Apr-2026,373.35,372.7,378.8,370.0,377.0,376.3,374.61,89293,334.5,2505, 39594, 44.34,0.44341661720403613,2026-05-01
AARTIIND, EQ, 30-Apr-2026,502.35,500.0,510.05,495.9,507.0,507.5,504.29,1493230,7530.17,38481, 640423, 42.89,0.428884364766312,2026-05-01
AARTIPHARM, EQ, 30-Apr-2026,709.1,708.0,753.4,706.55,747.0,740.25,741.04,530126,3928.46,26235, 217141, 40.96,0.4096026227726993,2026-05-01
AARTISURF, EQ, 30-Apr-2026,412.2,411.95,413.95,400.6,409.0,407.9,407.72,3187,12.99,424, 1755, 55.07,0.5506746156259805,2026-05-01
AARVI, EQ, 30-Apr-2026,128.31,128.36,128.73,124.0,125.0,125.1,125.72,21613,27.17,499, 14618, 67.64,0.6763521954379309,2026-05-01
AAVAS, EQ, 30-Apr-2026,1382.1,1380.2,1386.4,1351.0,1384.0,1380.7,1361.9,101440,1381.51,8103, 69285, 68.30,0.6830145899053628,2026-05-01
ABANSENT, EQ, 30-Apr-2026,39.65,43.6,43.6,41.55,43.6,43.6,43.36,219537,95.19,1509, 134330, 61.19,0.6118786354919672,2026-05-01
ABB, EQ, 30-Apr-2026,7264.5,7250.0,7305.0,7102.0,7259.0,7230.0,7192.91,327820,23579.81,42456, 172840, 52.72,0.5272405588432676,2026-05-01
ABBOTINDIA, EQ, 30-Apr-2026,25475.0,25395.0,25485.0,25250.0,25410.0,25435.0,25345.89,4669,1183.4,2025, 2857, 61.19,0.6119083315485114,2026-05-01
ABCAPITAL, EQ, 30-Apr-2026,348.45,346.0,347.55,340.05,345.75,345.5,344.66,4348049,14986.1,42414, 1745689, 40.15,0.40148788571609934,2026-05-01
ABCOTS, EQ, 30-Apr-2026,225.25,227.9,229.95,221.0,223.5,223.6,223.96,66619,149.2,1604, 29239, 43.89,0.4388988126510455,2026-05-01
ABDL, EQ, 30-Apr-2026,551.85,555.0,564.8,528.0,533.7,531.8,538.06,384581,2069.28,14706, 218443, 56.80,0.5680025794306011,2026-05-01
