SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, EQ, 14-Feb-2023,76.55,76.5,76.9,74.5,75.6,75.25,75.21,68154,51.26,1544, 40006, 58.70,0.5869941602840626,2023-02-14
21STCENMGM, EQ, 14-Feb-2023,19.95,20.3,20.3,19.55,19.55,19.55,19.56,1781,0.35,44, 1781, 100.00,1.0,2023-02-14
360ONE, EQ, 14-Feb-2023,1852.7,1869.0,1869.0,1805.6,1850.0,1837.1,1848.49,20161,372.67,3462, 10837, 53.75,0.5375229403303408,2023-02-14
3IINFOLTD, EQ, 14-Feb-2023,36.1,36.3,36.3,35.45,35.55,35.55,35.78,276306,98.87,2443, 179312, 64.90,0.6489616584511375,2023-02-14
3MINDIA, EQ, 14-Feb-2023,22956.95,22999.0,22999.0,22251.0,22450.0,22376.35,22527.45,3087,695.42,1446, 1675, 54.26,0.5425979915775834,2023-02-14
3PLAND, EQ, 14-Feb-2023,21.1,22.15,22.15,21.2,22.15,22.15,22.02,45838,10.09,330, 39316, 85.77,0.8577163052489201,2023-02-14
4THDIM, BE, 14-Feb-2023,31.35,31.9,31.95,31.4,31.95,31.95,31.92,332816,106.22,757, -, -,,2023-02-14
5PAISA, EQ, 14-Feb-2023,292.4,293.0,296.85,283.0,285.1,285.8,287.96,19102,55.01,916, 10450, 54.71,0.5470631347502879,2023-02-14
63MOONS, EQ, 14-Feb-2023,207.5,208.0,219.9,207.6,212.9,213.1,214.75,742375,1594.25,12270, 220245, 29.67,0.29667620811584444,2023-02-14
A2ZINFRA, EQ, 14-Feb-2023,8.45,8.5,8.5,8.05,8.05,8.1,8.18,277643,22.72,554, 159462, 57.43,0.5743418706756518,2023-02-14
AAATECH, EQ, 14-Feb-2023,63.0,62.15,64.05,62.0,62.0,62.1,62.72,8329,5.22,118, 6737, 80.89,0.8088606075159083,2023-02-14
AAKASH, EQ, 14-Feb-2023,6.95,7.05,7.6,7.05,7.6,7.6,7.46,1924311,143.52,2631, 1537373, 79.89,0.7989212762386122,2023-02-14
AAREYDRUGS, EQ, 14-Feb-2023,32.5,32.45,32.8,31.25,31.3,31.6,31.92,25352,8.09,333, 19884, 78.43,0.784316819185863,2023-02-14
AARON, EQ, 14-Feb-2023,176.3,180.0,180.0,176.3,179.85,178.1,178.27,2609,4.65,208, 1685, 64.58,0.6458413185128402,2023-02-14
AARTIDRUGS, EQ, 14-Feb-2023,383.0,384.9,385.0,377.6,378.9,378.85,379.68,41618,158.02,3317, 18281, 43.93,0.43925705223701283,2023-02-14
AARTIIND, EQ, 14-Feb-2023,539.8,559.75,559.75,531.1,538.65,538.15,536.85,909712,4883.75,28291, 252786, 27.79,0.2778747559667235,2023-02-14
AARTIPHARM, EQ, 14-Feb-2023,323.05,330.5,330.5,291.8,302.0,298.45,310.33,260690,808.99,10668, 185241, 71.06,0.710579615635429,2023-02-14
AARTISURF, EQ, 14-Feb-2023,552.25,557.8,557.8,531.05,541.0,537.45,539.6,18328,98.9,1823, 7908, 43.15,0.4314709733740725,2023-02-14
AARVEEDEN, EQ, 14-Feb-2023,24.0,24.0,24.4,23.4,23.65,23.7,23.89,4804,1.15,161, 3520, 73.27,0.7327227310574521,2023-02-14
AARVI, EQ, 14-Feb-2023,160.8,158.5,162.5,154.6,155.95,155.8,158.03,16074,25.4,441, 10363, 64.47,0.6447057359711335,2023-02-14
AAVAS, EQ, 14-Feb-2023,2015.15,2015.15,2024.9,1968.0,1990.0,1982.25,2004.55,332391,6662.96,11131, 275371, 82.85,0.8284550424048785,2023-02-14
ABAN, EQ, 14-Feb-2023,42.35,42.45,42.7,41.4,42.2,42.1,41.95,49344,20.7,1283, 25556, 51.79,0.5179150453955902,2023-02-14
ABB, EQ, 14-Feb-2023,3079.65,3094.0,3171.0,3022.65,3083.95,3077.3,3118.41,613928,19144.79,58435, 138678, 22.59,0.2258864231636283,2023-02-14
ABBOTINDIA, EQ, 14-Feb-2023,20272.15,20270.0,20548.0,20040.3,20380.0,20308.35,20324.75,9753,1982.27,3748, 1708, 17.51,0.17512560237875527,2023-02-14
ABCAPITAL, EQ, 14-Feb-2023,143.95,144.0,144.9,141.85,144.35,144.4,143.57,1071794,1538.72,9581, 304302, 28.39,0.2839183649096748,2023-02-14
ABFRL, EQ, 14-Feb-2023,248.3,248.35,250.0,240.0,247.5,247.9,245.72,3700884,9093.76,29069, 932515, 25.20,0.25197088047071997,2023-02-14
ABMINTLLTD, BE, 14-Feb-2023,44.35,44.35,44.35,42.15,42.15,42.15,42.7,1030,0.44,19, -, -,,2023-02-14
ABSLAMC, EQ, 14-Feb-2023,400.25,400.0,401.95,398.5,400.0,399.65,399.63,22407,89.55,1724, 14139, 63.10,0.6310081670906413,2023-02-14
ABSLBANETF, EQ, 14-Feb-2023,41.31,42.55,42.55,41.22,41.57,41.58,41.44,14707,6.09,460, 8901, 60.52,0.6052220031277623,2023-02-14
ABSLNN50ET, EQ, 14-Feb-2023,39.47,39.48,39.71,38.8,39.0,39.11,39.26,15578,6.12,278, 5669, 36.39,0.3639106432147901,2023-02-14
ACC, EQ, 14-Feb-2023,1823.15,1825.0,1858.85,1770.55,1833.6,1830.3,1814.92,1159351,21041.24,62523, 171567, 14.80,0.14798538147636048,2023-02-14
ACCELYA, EQ, 14-Feb-2023,1206.25,1198.3,1224.95,1161.0,1169.0,1168.25,1179.19,38711,456.48,6038, 18474, 47.72,0.4772286946862649,2023-02-14
ACCURACY, EQ, 14-Feb-2023,183.75,187.0,189.85,185.0,188.95,187.85,187.76,39561,74.28,1171, 26186, 66.19,0.6619145117666388,2023-02-14
ACE, EQ, 14-Feb-2023,373.05,373.1,383.0,370.2,375.8,378.1,378.42,651992,2467.28,17867, 187211, 28.71,0.28713695873569,2023-02-14
ACEINTEG, EQ, 14-Feb-2023,59.05,61.9,64.0,59.55,61.2,61.75,62.42,28071,17.52,587, 7969, 28.39,0.28388728581097933,2023-02-14
ACI, EQ, 14-Feb-2023,676.65,680.05,680.05,606.25,638.45,640.2,633.54,815168,5164.43,37789, 340018, 41.71,0.4171140182146502,2023-02-14
ADANIENT, EQ, 14-Feb-2023,1717.65,1735.0,1889.0,1611.35,1750.0,1749.7,1736.55,14579030,253172.65,687240, 1408998, 9.66,0.09664552442789404,2023-02-14
ADANIGREEN, EQ, 14-Feb-2023,688.05,653.65,653.65,653.65,653.65,653.65,653.65,206263,1348.24,16325, 206181, 99.96,0.9996024493001653,2023-02-14
ADANIPORTS, EQ, 14-Feb-2023,553.7,551.0,581.25,538.3,564.0,565.1,560.09,17976429,100683.97,323360, 3011362, 16.75,0.16751725273134058,2023-02-14
ADANIPOWER, EQ, 14-Feb-2023,156.0,148.2,148.2,148.2,148.2,148.2,148.2,940729,1394.16,24138, 940729, 100.00,1.0,2023-02-14
ADANITRANS, EQ, 14-Feb-2023,1127.35,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,47784,511.77,5072, 47784, 100.00,1.0,2023-02-14
ADFFOODS, EQ, 14-Feb-2023,754.05,757.0,762.9,748.85,753.8,754.45,756.56,4887,36.97,743, 2555, 52.28,0.5228156333128708,2023-02-14
ADL, BE, 14-Feb-2023,58.75,58.2,58.2,56.5,57.5,57.5,57.28,896,0.51,15, -, -,,2023-02-14
ADORWELD, EQ, 14-Feb-2023,848.95,859.0,859.0,825.05,832.9,829.65,833.15,11935,99.44,1115, 9522, 79.78,0.7978215333054043,2023-02-14
ADROITINFO, EQ, 14-Feb-2023,22.6,22.25,23.35,22.1,22.25,22.3,22.47,35230,7.92,174, 32987, 93.63,0.9363326710190178,2023-02-14
ADSL, EQ, 14-Feb-2023,103.35,104.0,105.25,101.0,102.0,102.6,103.07,156655,161.47,3894, 88029, 56.19,0.5619290798250933,2023-02-14
ADVANIHOTR, EQ, 14-Feb-2023,78.8,78.8,80.4,77.5,78.0,78.0,78.62,27859,21.9,535, 16783, 60.24,0.6024265048996733,2023-02-14
ADVENZYMES, EQ, 14-Feb-2023,273.45,273.5,274.0,268.75,270.45,270.3,270.72,27884,75.49,2450, 17393, 62.38,0.6237627313154497,2023-02-14
AEGISCHEM, EQ, 14-Feb-2023,354.9,354.95,370.55,351.0,352.0,352.75,363.69,1141871,4152.85,29433, 409739, 35.88,0.35883125151615197,2023-02-14
AETHER, EQ, 14-Feb-2023,878.95,878.95,887.55,843.5,861.0,854.4,859.33,44285,380.55,3433, 24448, 55.21,0.5520605171051146,2023-02-14
