SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, EQ, 01-Feb-2023,80.5,81.4,82.45,78.4, 78.50,78.9,80.52,95985,77.28,2013, 46790, 48.75,0.48747200083346354,2023-02-01
21STCENMGM, EQ, 01-Feb-2023,21.0,21.0,21.4,20.6, 20.95,21.0,20.97,14087,2.95,119, 4442, 31.53,0.3153261872648541,2023-02-01
360ONE, EQ, 01-Feb-2023,1827.1,1827.3,1927.95,1827.3, 1891.00,1891.95,1899.09,71863,1364.74,7736, 36816, 51.23,0.5123081418810793,2023-02-01
3IINFOLTD, EQ, 01-Feb-2023,37.95,38.35,38.7,36.65, 36.65,36.95,37.8,457288,172.86,3528, 215053, 47.03,0.47027912387816867,2023-02-01
3MINDIA, EQ, 01-Feb-2023,23329.05,23329.05,23439.15,22550.0, 22600.00,22645.45,22774.08,2366,538.83,1571, 1008, 42.60,0.4260355029585799,2023-02-01
3PLAND, EQ, 01-Feb-2023,22.4,23.0,23.0,21.3, 21.30,21.3,21.7,91284,19.81,482, 53581, 58.70,0.586970334341177,2023-02-01
4THDIM, BE, 01-Feb-2023,27.75,28.15,28.25,27.25, 28.20,27.95,28.08,509415,143.04,712, -, -,,2023-02-01
5PAISA, EQ, 01-Feb-2023,297.65,302.05,303.25,288.0, 290.00,291.1,296.47,16127,47.81,1018, 7813, 48.45,0.4844670428473988,2023-02-01
63MOONS, EQ, 01-Feb-2023,164.7,166.9,169.6,164.1, 167.05,166.5,167.08,144805,241.94,2939, 93109, 64.30,0.6429957529090846,2023-02-01
A2ZINFRA, EQ, 01-Feb-2023,8.85,9.1,9.9,8.15, 8.35,8.5,8.85,1141664,101.01,1518, 713919, 62.53,0.6253319715783278,2023-02-01
AAATECH, EQ, 01-Feb-2023,62.3,64.5,64.5,61.0, 64.40,62.4,62.54,13505,8.45,280, 7369, 54.56,0.5456497593483894,2023-02-01
AAKASH, EQ, 01-Feb-2023,6.55,6.6,6.7,6.4, 6.45,6.4,6.56,179272,11.77,564, 135083, 75.35,0.7535086349234682,2023-02-01
AAREYDRUGS, EQ, 01-Feb-2023,34.4,34.85,35.05,33.35, 33.65,33.75,34.33,17222,5.91,261, 12915, 74.99,0.7499129021019626,2023-02-01
AARON, EQ, 01-Feb-2023,180.9,183.7,187.05,172.0, 175.00,177.5,180.0,7978,14.36,649, 4168, 52.24,0.5224367009275508,2023-02-01
AARTIDRUGS, EQ, 01-Feb-2023,401.0,410.0,429.45,401.3, 415.20,408.2,420.6,275272,1157.8,15282, 31628, 11.49,0.11489726525037054,2023-02-01
AARTIIND, EQ, 01-Feb-2023,538.0,541.8,550.0,522.75, 528.00,528.85,537.45,725698,3900.29,31010, 276466, 38.10,0.3809656358430091,2023-02-01
AARTIPHARM, BE, 01-Feb-2023,273.85,260.15,260.15,260.15, 260.15,260.15,260.15,69850,181.71,1219, -, -,,2023-02-01
AARTISURF, EQ, 01-Feb-2023,541.7,541.75,559.0,537.0, 540.80,545.95,547.77,17825,97.64,3030, 7860, 44.10,0.4409537166900421,2023-02-01
AARVEEDEN, EQ, 01-Feb-2023,24.75,25.0,26.4,24.6, 25.70,25.45,25.15,7767,1.95,187, 3108, 40.02,0.40015449980687523,2023-02-01
AARVI, EQ, 01-Feb-2023,162.85,165.9,165.9,158.45, 159.50,159.85,162.23,12036,19.53,375, 7754, 64.42,0.6442339647723496,2023-02-01
AAVAS, EQ, 01-Feb-2023,1809.25,1826.85,1858.2,1815.0, 1839.25,1841.85,1839.22,63277,1163.8,7323, 32063, 50.67,0.5067085987009498,2023-02-01
ABAN, EQ, 01-Feb-2023,46.35,46.95,47.75,44.8, 45.50,45.3,46.15,102743,47.41,1789, 45957, 44.73,0.44730054602260005,2023-02-01
ABB, EQ, 01-Feb-2023,2839.5,2860.0,2962.55,2753.85, 2781.25,2789.1,2862.17,623110,17834.46,46136, 256544, 41.17,0.4117154274526167,2023-02-01
ABBOTINDIA, EQ, 01-Feb-2023,20817.05,20926.6,21245.85,20585.8, 20700.00,20700.45,20919.53,10839,2267.47,3839, 5315, 49.04,0.49035888919642034,2023-02-01
ABCAPITAL, EQ, 01-Feb-2023,141.2,142.05,143.3,133.7, 136.05,136.45,139.55,2347994,3276.68,21004, 596647, 25.41,0.2541092524086518,2023-02-01
ABFRL, EQ, 01-Feb-2023,256.65,257.95,265.5,246.9, 251.00,251.85,256.41,4566228,11708.05,39045, 2423843, 53.08,0.5308195298176087,2023-02-01
ABMINTLLTD, BE, 01-Feb-2023,58.5,58.5,58.5,57.3, 57.30,57.3,58.25,38,0.02,9, -, -,,2023-02-01
ABSLAMC, EQ, 01-Feb-2023,419.9,425.0,425.05,413.5, 414.45,414.5,419.05,104242,436.83,3730, 66542, 63.83,0.6383415513900347,2023-02-01
ABSLBANETF, EQ, 01-Feb-2023,40.82,42.05,42.05,40.0, 41.79,40.84,41.22,30580,12.6,497, 19056, 62.32,0.6231523871811642,2023-02-01
ABSLNN50ET, EQ, 01-Feb-2023,40.39,41.39,41.39,39.5, 40.58,40.5,40.03,9355,3.75,236, 2401, 25.67,0.25665419561731695,2023-02-01
ACC, EQ, 01-Feb-2023,1968.3,1999.5,2008.5,1750.0, 1858.00,1846.45,1858.92,4840022,89971.97,208111, 1253610, 25.90,0.2590091532641794,2023-02-01
ACCELYA, EQ, 01-Feb-2023,1420.35,1426.2,1440.0,1354.0, 1392.90,1383.45,1398.52,52531,734.66,5273, 33355, 63.50,0.6349584055129353,2023-02-01
ACCURACY, EQ, 01-Feb-2023,176.55,178.5,182.95,174.0, 176.90,175.9,178.53,11665,20.83,448, 5512, 47.25,0.472524646378054,2023-02-01
ACE, EQ, 01-Feb-2023,332.9,336.0,342.5,313.6, 323.10,323.75,332.63,466301,1551.04,14838, 143731, 30.82,0.30823652533449425,2023-02-01
ACEINTEG, EQ, 01-Feb-2023,55.0,55.95,57.55,55.0, 56.05,55.05,56.28,4517,2.54,69, 2765, 61.21,0.6121319459818464,2023-02-01
ACI, EQ, 01-Feb-2023,650.45,654.4,668.0,620.1, 631.00,632.85,643.57,163414,1051.69,11065, 60330, 36.92,0.36918501474781845,2023-02-01
ADANIENT, EQ, 01-Feb-2023,2973.9,2995.0,3010.75,1941.2, 2179.75,2135.35,2540.21,13525314,343571.72,566482, 1998987, 14.78,0.1477959772320258,2023-02-01
ADANIGREEN, EQ, 01-Feb-2023,1223.9,1278.9,1285.0,1101.55, 1160.40,1155.35,1165.27,5928882,69087.58,240821, 2316659, 39.07,0.39074128984182854,2023-02-01
ADANIPORTS, EQ, 01-Feb-2023,612.65,627.0,629.0,459.5, 504.00,495.15,544.61,46557720,253558.72,594888, 10456721, 22.46,0.22459693043387863,2023-02-01
