SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, EQ, 08-Mar-2023,72.0,71.5,72.0,70.5, 71.50,71.4,71.43,35572,25.41,875, 17517, 49.24,0.49243787248397614,2023-03-08
21STCENMGM, EQ, 08-Mar-2023,17.2,16.85,17.5,16.85, 16.85,17.1,17.13,9946,1.7,154, 8343, 83.88,0.8388296802734768,2023-03-08
360ONE, EQ, 08-Mar-2023,446.6,446.0,450.2,440.0, 441.00,442.3,447.51,104280,466.66,11695, 61026, 58.52,0.5852128883774453,2023-03-08
3IINFOLTD, EQ, 08-Mar-2023,33.65,33.45,33.5,32.9, 33.40,33.25,33.22,323770,107.55,4681, 205538, 63.48,0.6348271921425703,2023-03-08
3MINDIA, EQ, 08-Mar-2023,23406.3,23498.9,23888.0,23248.75, 23727.00,23627.3,23653.47,3726,881.33,2660, 1890, 50.72,0.5072463768115942,2023-03-08
3PLAND, EQ, 08-Mar-2023,21.6,20.6,22.15,20.6, 22.00,21.8,21.69,18694,4.06,268, 15691, 83.94,0.8393602225312935,2023-03-08
4THDIM, BE, 08-Mar-2023,39.9,40.65,40.65,40.0, 40.65,40.6,40.52,351257,142.34,1398, -, -,,2023-03-08
5PAISA, EQ, 08-Mar-2023,298.7,303.15,304.8,289.05, 298.00,297.15,297.49,70763,210.51,3741, 30511, 43.12,0.4311716575046281,2023-03-08
63MOONS, EQ, 08-Mar-2023,206.0,206.0,206.05,200.6, 201.50,201.85,202.88,102410,207.77,3057, 35443, 34.61,0.3460892490967679,2023-03-08
A2ZINFRA, EQ, 08-Mar-2023,6.95,6.95,7.2,6.8, 6.90,7.0,6.99,297591,20.79,492, 216984, 72.91,0.7291349536780346,2023-03-08
AAATECH, EQ, 08-Mar-2023,56.35,56.3,56.9,54.6, 55.00,55.5,55.39,13117,7.27,99, 12244, 93.34,0.9334451475184875,2023-03-08
AAKASH, EQ, 08-Mar-2023,7.0,7.15,7.15,6.85, 6.95,6.9,6.93,341145,23.63,706, 220823, 64.73,0.6472995353881781,2023-03-08
AAREYDRUGS, EQ, 08-Mar-2023,29.15,29.15,29.75,28.95, 29.20,29.05,29.27,20978,6.14,246, 16850, 80.32,0.8032224234912766,2023-03-08
AARON, EQ, 08-Mar-2023,185.95,181.9,194.3,181.9, 193.90,192.45,190.8,15748,30.05,537, 7808, 49.58,0.49580899161798325,2023-03-08
AARTIDRUGS, EQ, 08-Mar-2023,359.1,358.95,362.75,357.45, 359.65,358.75,359.7,62777,225.81,4182, 27796, 44.28,0.44277362728387787,2023-03-08
AARTIIND, EQ, 08-Mar-2023,547.65,546.0,548.95,540.1, 548.00,547.65,545.41,249104,1358.65,8832, 97440, 39.12,0.3911619243368232,2023-03-08
