SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, EQ, 20-Dec-2023,179.35,181.15,181.15,161.0, 164.90,164.8,171.12,152894,261.63,7633, 91357, 59.75,0.597518542258035,2023-12-20
21STCENMGM, EQ, 20-Dec-2023,30.45,31.05,31.05,31.05, 31.05,31.05,31.05,21513,6.68,59, 19512, 90.70,0.9069864732952169,2023-12-20
360ONE, EQ, 20-Dec-2023,647.6,650.0,656.75,631.85, 642.80,641.35,643.54,1431835,9214.43,27897, 1125763, 78.62,0.7862379394273782,2023-12-20
3IINFOLTD, EQ, 20-Dec-2023,46.7,46.9,47.9,43.6, 43.85,44.15,45.7,3062902,1399.69,11386, 1239937, 40.48,0.40482424837621317,2023-12-20
3MINDIA, EQ, 20-Dec-2023,31469.45,31469.45,31530.0,30500.0, 30554.90,30717.45,31069.29,1791,556.45,1206, 841, 46.96,0.46957007258514794,2023-12-20
3PLAND, EQ, 20-Dec-2023,26.25,25.45,26.7,25.4, 25.40,25.8,25.97,16092,4.18,351, 7743, 48.12,0.4811707680835198,2023-12-20
5PAISA, EQ, 20-Dec-2023,512.5,517.9,517.9,499.0, 508.75,503.65,509.16,211507,1076.91,13202, 147059, 69.53,0.6952914087949807,2023-12-20
63MOONS, BE, 20-Dec-2023,468.75,456.2,491.9,445.35, 445.35,446.25,470.71,303405,1428.15,5701, -, -,,2023-12-20
A2ZINFRA, BE, 20-Dec-2023,10.7,10.9,10.9,10.5, 10.50,10.5,10.79,287298,31.0,121, -, -,,2023-12-20
AAATECH, EQ, 20-Dec-2023,89.5,90.35,90.8,80.15, 81.00,81.2,84.7,377746,319.96,3240, 195081, 51.64,0.5164343235931023,2023-12-20
AAKASH, BE, 20-Dec-2023,10.55,10.15,10.5,10.05, 10.05,10.05,10.1,662456,66.89,1685, -, -,,2023-12-20
AAREYDRUGS, BE, 20-Dec-2023,47.45,46.0,47.6,45.1, 45.10,45.1,46.24,28557,13.2,127, -, -,,2023-12-20
AARON, EQ, 20-Dec-2023,290.85,289.0,296.8,275.3, 278.60,277.25,283.71,18989,53.87,1346, 12105, 63.75,0.6374743272420875,2023-12-20
AARTECH, EQ, 20-Dec-2023,137.0,136.0,140.95,130.5, 130.50,131.7,136.35,37616,51.29,932, 18153, 48.26,0.48258719693747343,2023-12-20
AARTIDRUGS, EQ, 20-Dec-2023,517.6,523.9,526.45,491.0, 494.85,495.4,511.02,887163,4533.54,32105, 249301, 28.10,0.2810092395647699,2023-12-20
AARTIIND, EQ, 20-Dec-2023,608.9,612.65,616.0,570.0, 572.95,573.6,593.28,3127602,18555.31,75966, 1326520, 42.41,0.4241332496909773,2023-12-20
AARTIPHARM, EQ, 20-Dec-2023,497.7,498.0,503.75,470.0, 481.00,477.65,489.29,291818,1427.85,18057, 173552, 59.47,0.594726850297103,2023-12-20
AARTISURF, EQ, 20-Dec-2023,634.05,634.0,653.0,600.0, 617.80,619.8,641.53,70198,450.34,5419, 33645, 47.93,0.47928715917832415,2023-12-20
AARVEEDEN, EQ, 20-Dec-2023,28.65,28.65,30.4,27.15, 28.65,28.5,28.99,333768,96.77,1614, 187513, 56.18,0.561806404448599,2023-12-20
AARVI, EQ, 20-Dec-2023,141.45,141.8,143.4,133.55, 135.50,134.7,138.7,32007,44.39,983, 20782, 64.93,0.6492954666166776,2023-12-20
AAVAS, EQ, 20-Dec-2023,1529.05,1545.0,1551.0,1485.0, 1488.50,1496.45,1523.81,375070,5715.35,26392, 270919, 72.23,0.7223158343775828,2023-12-20
