SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, EQ, 16-Apr-2021,36.05,36.5,36.7,35.9,36.0,36.05,36.19,28824,10.43,397, 21721, 75.36,0.7535734110463502,2021-04-16
21STCENMGM, EQ, 16-Apr-2021,12.45,12.3,12.3,12.25,12.25,12.25,12.25,402,0.05,9, 388, 96.52,0.9651741293532339,2021-04-16
3IINFOTECH, EQ, 16-Apr-2021,7.05,7.0,7.2,6.9,7.1,7.05,7.1,7834657,556.22,6153, 5159760, 65.86,0.6585814796997495,2021-04-16
3MINDIA, EQ, 16-Apr-2021,25532.5,25762.25,27201.0,25653.0,27010.05,27032.25,26729.81,7549,2017.83,3858, 3445, 45.64,0.45635183468009005,2021-04-16
3PLAND, EQ, 16-Apr-2021,9.8,9.8,9.95,9.05,9.85,9.85,9.55,18492,1.77,150, 9445, 51.08,0.5107614103396063,2021-04-16
5PAISA, EQ, 16-Apr-2021,350.4,405.0,417.0,360.0,370.0,367.8,394.15,826346,3257.01,25957, 227200, 27.49,0.27494536187020935,2021-04-16
63MOONS, EQ, 16-Apr-2021,96.0,97.25,112.5,90.85,99.9,101.6,104.25,3113908,3246.24,42307, 621586, 19.96,0.19961604517538734,2021-04-16
A2ZINFRA, EQ, 16-Apr-2021,3.75,3.7,3.85,3.7,3.75,3.75,3.78,662288,25.03,437, 473781, 71.54,0.715370050491629,2021-04-16
AAKASH, BE, 16-Apr-2021,134.0,134.4,134.4,132.0,133.9,133.6,132.8,16391,21.77,72, -, -,,2021-04-16
AARON, EQ, 16-Apr-2021,56.3,55.25,56.95,54.6,56.45,55.6,55.63,517,0.29,31, 344, 66.54,0.6653771760154739,2021-04-16
AARTIDRUGS, EQ, 16-Apr-2021,703.85,704.15,713.9,699.05,701.0,701.85,706.29,282059,1992.16,10655, 86232, 30.57,0.30572327066323,2021-04-16
AARTIIND, EQ, 16-Apr-2021,1369.0,1364.95,1455.95,1364.15,1420.15,1425.25,1420.82,556562,7907.74,23223, 143657, 25.81,0.2581149988680506,2021-04-16
AARTISURF, EQ, 16-Apr-2021,1641.75,1675.0,1730.0,1550.0,1573.0,1586.2,1660.05,72484,1203.27,7310, 33405, 46.09,0.46086032779647923,2021-04-16
AARVEEDEN, EQ, 16-Apr-2021,22.8,22.65,23.55,21.15,22.0,22.2,22.05,46936,10.35,781, 28723, 61.20,0.611960968126811,2021-04-16
AARVI, EQ, 16-Apr-2021,43.15,43.3,51.75,43.25,51.75,51.75,51.13,46907,23.99,250, 27640, 58.93,0.5892510712686806,2021-04-16
