SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
20MICRONS, EQ, 18-Aug-2021,57.1,56.5,58.0,53.4, 54.35,54.35,55.43,112212,62.2,1616, 77996, 69.51,0.6950771753466652,2021-08-19
21STCENMGM, EQ, 18-Aug-2021,28.3,28.85,28.85,28.8, 28.85,28.85,28.85,57173,16.49,173, 55543, 97.15,0.9714900390044252,2021-08-19
3IINFOTECH, BE, 18-Aug-2021,7.95,8.0,8.0,7.6, 7.75,7.65,7.73,3721398,287.75,6873, -, -,,2021-08-19
3MINDIA, EQ, 18-Aug-2021,23780.3,23827.05,23835.35,23440.0, 23460.00,23477.0,23516.52,15171,3567.69,3145, 13433, 88.54,0.8854393250280139,2021-08-19
3PLAND, BE, 18-Aug-2021,14.6,15.25,15.25,14.0, 14.00,14.45,14.36,4014,0.58,45, -, -,,2021-08-19
5PAISA, EQ, 18-Aug-2021,478.45,481.0,482.55,467.95, 471.50,471.85,473.95,22724,107.7,984, 9097, 40.03,0.4003256468931526,2021-08-19
63MOONS, EQ, 18-Aug-2021,92.8,94.9,94.9,90.2, 92.60,91.25,92.93,51402,47.77,1029, 31888, 62.04,0.6203649663437221,2021-08-19
A2ZINFRA, EQ, 18-Aug-2021,4.4,4.35,4.35,4.2, 4.30,4.25,4.26,296582,12.64,398, 180182, 60.75,0.607528440701054,2021-08-19
AAKASH, EQ, 18-Aug-2021,265.8,266.4,266.4,253.0, 257.05,258.6,262.61,164093,430.93,758, 89192, 54.35,0.5435454285070052,2021-08-19
AAREYDRUGS, EQ, 18-Aug-2021,38.8,38.05,38.9,37.45, 37.80,37.9,38.02,57220,21.75,657, 30655, 53.57,0.5357392520097868,2021-08-19
AARON, EQ, 18-Aug-2021,100.6,100.6,104.95,100.6, 104.00,103.55,102.97,2746,2.83,128, 1983, 72.21,0.7221412964311726,2021-08-19
AARTIDRUGS, EQ, 18-Aug-2021,622.05,624.95,627.85,615.05, 616.30,617.6,619.12,255786,1583.62,12852, 138915, 54.31,0.5430907086392531,2021-08-19
AARTIIND, EQ, 18-Aug-2021,952.7,959.95,967.0,952.5, 957.50,957.2,959.96,881754,8464.5,37518, 330943, 37.53,0.37532350292712024,2021-08-19
AARTISURF, EQ, 18-Aug-2021,1445.05,1447.0,1467.15,1405.05, 1431.40,1425.8,1429.5,23814,340.42,3716, 14476, 60.79,0.6078777189888301,2021-08-19
AARVEEDEN, EQ, 18-Aug-2021,20.4,21.0,21.0,19.4, 19.55,19.45,19.61,71668,14.05,307, 54266, 75.72,0.7571859128202266,2021-08-19
AARVI, EQ, 18-Aug-2021,57.6,57.05,57.75,54.2, 55.00,54.7,55.65,101250,56.35,1295, 60361, 59.62,0.596158024691358,2021-08-19
AAVAS, EQ, 18-Aug-2021,2656.4,2608.95,2799.9,2426.1, 2488.60,2479.15,2474.84,2443216,60465.63,70174, 1019569, 41.73,0.4173061243868737,2021-08-19
ABAN, EQ, 18-Aug-2021,41.95,42.0,42.35,38.5, 39.10,39.0,39.73,242537,96.35,2431, 158537, 65.37,0.653661090885102,2021-08-19
ABB, EQ, 18-Aug-2021,1745.45,1739.0,1765.8,1705.0, 1765.00,1761.3,1736.02,79837,1385.99,10101, 42281, 52.96,0.5295915427683906,2021-08-19
ABBOTINDIA, EQ, 18-Aug-2021,19045.3,18900.0,19125.4,18820.0, 18825.00,18886.7,18972.36,5775,1095.65,2574, 2201, 38.11,0.38112554112554115,2021-08-19
ABCAPITAL, EQ, 18-Aug-2021,112.5,113.05,114.2,111.1, 112.85,113.2,112.62,1857563,2091.9,14038, 646607, 34.81,0.348094250369974,2021-08-19
ABFRL, EQ, 18-Aug-2021,206.35,208.0,208.0,203.15, 205.75,205.9,205.39,1242325,2551.57,16695, 447295, 36.00,0.36004668665606826,2021-08-19
ABSLBANETF, EQ, 18-Aug-2021,356.9,358.8,358.8,353.76, 354.49,355.12,355.33,527,1.87,18, 400, 75.90,0.7590132827324478,2021-08-19
ABSLNN50ET, EQ, 18-Aug-2021,403.0,403.0,408.5,402.55, 402.55,402.55,405.27,83,0.34,9, 74, 89.16,0.891566265060241,2021-08-19
ACC, EQ, 18-Aug-2021,2308.75,2315.15,2363.85,2311.2, 2361.95,2356.3,2342.69,965286,22613.66,62911, 316046, 32.74,0.327411772262314,2021-08-19
ACCELYA, EQ, 18-Aug-2021,1297.8,1308.8,1318.0,1252.0, 1285.00,1278.4,1275.73,50076,638.83,4872, 26996, 53.91,0.5391005671379503,2021-08-19
ACCURACY, EQ, 18-Aug-2021,103.25,104.85,104.85,102.0, 103.15,103.25,103.54,17106,17.71,329, 11985, 70.06,0.7006313574184496,2021-08-19
ACE, EQ, 18-Aug-2021,217.95,219.25,221.45,213.0, 214.70,214.35,216.2,270269,584.33,6819, 120543, 44.60,0.44601119625262237,2021-08-19
ACRYSIL, EQ, 18-Aug-2021,618.35,618.35,627.85,597.85, 609.00,603.6,609.7,48548,296.0,3189, 28884, 59.50,0.5949575677679823,2021-08-19
ADANIENT, EQ, 18-Aug-2021,1441.65,1441.9,1496.8,1432.6, 1456.00,1460.0,1463.29,4738820,69342.88,88757, 894362, 18.87,0.18873094989891998,2021-08-19
ADANIGREEN, BE, 18-Aug-2021,936.85,950.0,955.0,929.05, 939.00,942.5,936.73,2934048,27484.25,54552, -, -,,2021-08-19
ADANIPORTS, EQ, 18-Aug-2021,692.65,696.45,708.3,688.7, 704.50,705.4,700.1,7354758,51490.43,95134, 911197, 12.39,0.1238921797290951,2021-08-19
ADANIPOWER, BE, 18-Aug-2021,79.95,79.95,80.0,76.5, 77.30,77.3,77.87,5336843,4155.71,47235, -, -,,2021-08-19
ADANITRANS, BE, 18-Aug-2021,1024.0,1010.0,1075.2,1010.0, 1075.20,1075.2,1071.88,112115,1201.74,6785, -, -,,2021-08-19
ADFFOODS, EQ, 18-Aug-2021,813.6,807.0,820.75,797.0, 811.00,807.4,807.1,7684,62.02,1105, 5093, 66.28,0.6628058302967205,2021-08-19
ADL, BE, 18-Aug-2021,37.05,35.55,38.9,35.55, 36.25,37.85,38.31,8549,3.28,29, -, -,,2021-08-19
ADORWELD, EQ, 18-Aug-2021,705.35,714.0,714.0,676.55, 696.00,691.55,691.76,14058,97.25,1407, 7261, 51.65,0.5165030587565799,2021-08-19
ADROITINFO, EQ, 18-Aug-2021,10.75,11.25,11.25,10.25, 10.25,10.25,10.74,44841,4.82,299, 26806, 59.78,0.5978011195111617,2021-08-19
ADSL, EQ, 18-Aug-2021,58.85,58.7,60.0,56.85, 58.30,57.95,58.53,83922,49.12,967, 52419, 62.46,0.6246157145921213,2021-08-19
ADVANIHOTR, EQ, 18-Aug-2021,68.55,68.5,75.35,67.0, 70.55,70.75,72.05,91520,65.94,3767, 28490, 31.13,0.3112980769230769,2021-08-19
ADVENZYMES, EQ, 18-Aug-2021,370.1,379.4,379.8,371.0, 377.50,377.5,377.23,159165,600.42,6181, 60013, 37.70,0.37704897433480977,2021-08-19
AEGISCHEM, EQ, 18-Aug-2021,278.4,276.5,278.3,267.55, 272.50,273.15,271.94,374578,1018.63,11244, 167609, 44.75,0.4474608759724276,2021-08-19
AFFLE, BE, 18-Aug-2021,4155.25,4130.05,4175.0,4080.0, 4096.00,4094.05,4105.65,27159,1115.05,8874, -, -,,2021-08-19
AGARIND, EQ, 18-Aug-2021,326.7,333.65,333.65,320.2, 321.10,324.15,327.35,15963,52.26,917, 9319, 58.38,0.5837875086136691,2021-08-19
AGCNET, BE, 18-Aug-2021,1101.9,1080.0,1139.0,1046.85, 1100.00,1079.35,1078.01,3199,34.49,143, -, -,,2021-08-19
AGRITECH, EQ, 18-Aug-2021,46.85,46.05,46.8,45.2, 45.75,45.55,46.22,12501,5.78,280, 4623, 36.98,0.36981041516678664,2021-08-19
AGROPHOS, EQ, 18-Aug-2021,17.5,17.4,17.4,16.2, 16.25,16.3,16.6,54476,9.04,434, 34327, 63.01,0.6301306997576914,2021-08-19
AHLADA, EQ, 18-Aug-2021,162.45,157.8,167.9,154.35, 166.55,165.45,157.42,97089,152.83,2546, 53031, 54.62,0.5462101782900226,2021-08-19
AHLEAST, EQ, 18-Aug-2021,178.05,177.1,177.55,172.35, 173.60,174.5,174.62,6424,11.22,129, 4948, 77.02,0.7702366127023661,2021-08-19
AHLUCONT, EQ, 18-Aug-2021,371.95,379.8,379.8,368.0, 371.00,370.5,370.88,17757,65.86,1016, 13176, 74.20,0.7420172326406488,2021-08-19
AHLWEST, EQ, 18-Aug-2021,293.0,299.8,300.0,288.1, 288.10,292.65,295.0,5033,14.85,258, 2582, 51.30,0.5130141068944963,2021-08-19
AIAENG, EQ, 18-Aug-2021,1991.15,1985.25,2003.2,1962.2, 1990.00,1990.25,1985.94,16089,319.52,3720, 6908, 42.94,0.4293616756790354,2021-08-19
AIRAN, BE, 18-Aug-2021,22.65,23.35,23.35,21.55, 21.55,21.55,21.65,134303,29.07,626, -, -,,2021-08-19
AJANTPHARM, EQ, 18-Aug-2021,2319.1,2325.0,2325.0,2292.0, 2297.85,2297.75,2301.96,24870,572.5,3881, 9656, 38.83,0.38825894652191395,2021-08-19
AJMERA, BE, 18-Aug-2021,343.05,336.2,340.0,327.0, 332.95,329.45,332.75,18131,60.33,375, -, -,,2021-08-19
AJOONI, EQ, 18-Aug-2021,57.25,58.7,58.7,54.3, 54.90,55.1,55.63,97714,54.35,481, 31113, 31.84,0.31840882575680046,2021-08-19
AJRINFRA, BE, 18-Aug-2021,1.7,1.65,1.65,1.65, 1.65,1.65,1.65,255668,4.22,424, -, -,,2021-08-19
AKASH, EQ, 18-Aug-2021,159.95,163.75,172.75,146.0, 167.00,168.1,162.2,76675,124.37,1961, 55009, 71.74,0.7174307140528203,2021-08-19
AKG, EQ, 18-Aug-2021,24.0,23.3,23.95,22.1, 23.80,23.05,23.15,3585,0.83,73, 2717, 75.79,0.7578800557880055,2021-08-19
AKSHARCHEM, EQ, 18-Aug-2021,420.45,419.95,428.35,401.0, 410.85,408.3,409.99,47916,196.45,3952, 24404, 50.93,0.5093079555889474,2021-08-19
AKSHOPTFBR, BE, 18-Aug-2021,9.5,9.25,9.4,9.05, 9.15,9.05,9.09,276553,25.15,843, -, -,,2021-08-19
AKZOINDIA, EQ, 18-Aug-2021,2232.55,2232.55,2257.45,2219.0, 2230.00,2225.15,2234.16,24961,557.67,1601, 19191, 76.88,0.7688393894475382,2021-08-19
ALANKIT, EQ, 18-Aug-2021,15.85,16.05,16.05,14.95, 15.50,15.05,15.21,572793,87.12,16326, 355285, 62.03,0.6202677057855106,2021-08-19
ALBERTDAVD, EQ, 18-Aug-2021,621.15,624.95,625.0,589.05, 591.50,593.65,603.43,52861,318.98,3705, 23928, 45.27,0.452658860029133,2021-08-19
ALEMBICLTD, EQ, 18-Aug-2021,106.3,106.95,107.2,104.6, 104.70,105.05,105.53,170350,179.78,3425, 70821, 41.57,0.415738186087467,2021-08-19
ALICON, EQ, 18-Aug-2021,829.45,830.05,837.4,784.45, 786.00,790.75,804.75,26899,216.47,2441, 17168, 63.82,0.6382393397524071,2021-08-19
ALKALI, EQ, 18-Aug-2021,72.85,75.0,76.5,72.75, 73.75,73.1,73.62,12342,9.09,347, 7995, 64.78,0.6477880408361691,2021-08-19
ALKEM, EQ, 18-Aug-2021,3703.25,3715.45,3810.0,3702.45, 3805.00,3802.2,3780.33,384062,14518.83,26514, 128376, 33.43,0.3342585311746541,2021-08-19
ALKYLAMINE, EQ, 18-Aug-2021,4251.55,4251.55,4274.35,4175.0, 4188.90,4194.55,4219.57,39735,1676.65,9753, 23409, 58.91,0.589127972819932,2021-08-19
ALLCARGO, EQ, 18-Aug-2021,229.5,227.05,229.3,217.45, 218.45,220.4,223.26,1533589,3423.96,17570, 442898, 28.88,0.2887983677504207,2021-08-19
ALLSEC, EQ, 18-Aug-2021,429.95,434.75,434.75,419.4, 424.90,425.8,425.62,9999,42.56,600, 6586, 65.87,0.6586658665866587,2021-08-19
ALMONDZ, EQ, 18-Aug-2021,72.45,74.15,74.15,71.2, 72.00,71.95,72.88,21328,15.54,263, 15145, 71.01,0.7100993998499625,2021-08-19
ALOKINDS, EQ, 18-Aug-2021,21.45,21.65,22.2,21.5, 21.80,21.8,21.79,4757613,1036.77,8390, 2098898, 44.12,0.44116618985192785,2021-08-19
ALPA, EQ, 18-Aug-2021,57.25,57.25,58.8,56.05, 56.55,57.1,57.7,109091,62.94,1026, 69454, 63.67,0.63666113611572,2021-08-19
ALPHAGEO, EQ, 18-Aug-2021,336.55,336.55,358.0,324.95, 338.70,340.7,343.72,131956,453.56,6695, 35271, 26.73,0.26729364333565736,2021-08-19
ALPSINDUS, BE, 18-Aug-2021,2.5,2.55,2.6,2.4, 2.40,2.4,2.41,13395,0.32,21, -, -,,2021-08-19
AMARAJABAT, EQ, 18-Aug-2021,711.2,716.75,718.3,708.05, 709.80,711.5,712.67,889277,6337.63,25300, 291832, 32.82,0.3281677137719743,2021-08-19
AMBER, EQ, 18-Aug-2021,2876.15,2870.1,2882.2,2845.0, 2847.00,2849.35,2859.51,12706,363.33,2742, 6575, 51.75,0.5174720604438848,2021-08-19
AMBICAAGAR, EQ, 18-Aug-2021,18.35,18.0,18.65,17.5, 18.30,18.1,17.89,5656,1.01,78, 3348, 59.19,0.5919377652050919,2021-08-19
AMBIKCO, EQ, 18-Aug-2021,1470.0,1473.0,1588.0,1452.1, 1511.50,1522.1,1519.46,70444,1070.37,8432, 28784, 40.86,0.40860825620350916,2021-08-19
